fertility,gdppc_maddison,hc,survival_65,telephone,urban,country
2.2700000000000005,8322.4,2.0201002002,73.43005350000001,3.5527839940000003,59.5471,Greece
2.884,8485.6,1.9915545463999993,75.60420818,4.903329575,60.78009999999999,Spain
3.8212,8909.0,2.4980365515,76.45900906,5.0260916805,80.4725,Israel
2.013,9510.2,2.6790822745000002,74.30784221000002,5.697006381,67.3169,Japan
3.8980000000000006,10228.2,2.3248437882000004,73.95698259,4.903284911,46.7752,Ireland
3.0723000000000003,10747.3,2.0059511901000002,66.33225734999999,4.714841577,76.0698,Argentina
3.6670000000000003,12013.7,2.1170731304999997,79.13677528000001,21.19161792,82.4493,Iceland
2.467,12048.2,2.29200027,71.01550195999998,11.4720664775,59.205000000000005,Finland
2.693,13340.7,2.5069014073,73.28056033,7.515386498,64.9821,Austria
2.5269999999999997,13752.1,2.3212424517999994,74.13775524,9.8091584225,93.0641,Belgium
2.499,14129.1,1.9797312139999996,74.77914776000001,7.46875265,61.58750000000001,Italy
2.8070000000000004,14828.0,2.2031604050999998,74.15158184,5.545338271,66.41150000000002,France
2.757,14962.4,2.6365965127999997,75.06526543999999,10.8321314035,77.8817,United Kingdom
2.2675,16284.5,1.8778859617,71.77287439999999,14.73404804,71.70160000000001,Luxembourg
3.6738999999999997,17203.0,2.9234087468000003,74.77067488,24.92798355,78.48390000000002,New Zealand
3.0099999999999993,17243.9,2.5670489788,79.70079597000002,10.6975261855,60.6521,Netherlands
3.142,17305.8,2.7200094221,75.43717476999998,27.394790855,72.31490000000001,Canada
2.2470000000000003,17622.8,2.6149374485,80.83232182999998,32.855582819999995,76.49350000000001,Sweden
2.441,18051.9,2.7546354054999997,74.21798476000001,5.370423868,71.89750000000001,Germany
3.1392999999999995,18087.6,2.8450598717,73.93452049,16.50868311,82.8424,Australia
2.464,19060.3,2.6542117595,78.21520457,19.929840925,76.6113,Denmark
3.0355999999999996,20973.4,2.8754976511,71.49845542,27.78492429,71.6817,United States
2.8709999999999996,25717.0,2.6709722518999994,80.33909686999999,14.1701677,56.7555,Norway
2.481,33236.7,3.0750982284999995,77.36826072,22.939863495,72.26230000000001,Switzerland
