fertility,gdppc_maddison,hc,survival_65,telephone,urban,country
1.7489999999999999,27378.7,3.3353546858,84.08471841000001,50.46142342,78.331,United Kingdom
1.9419999999999997,29747.6,2.7858456849,83.44560175000001,36.543501000000006,57.865300000000005,Ireland
1.607,30081.2,2.8666067362,83.95608483,44.45681161999999,96.73150000000001,Belgium
1.8049999999999997,30159.0,3.1562479258,87.00319120000002,68.831676242,83.65,Sweden
1.7570000000000001,30275.7,2.8416493175999995,83.61255029000002,54.899002487000004,74.8276,France
1.4491,31332.0,3.2528817894,87.7130049,47.92726691,77.94030000000001,Japan
1.4419999999999997,31681.2,3.0328697204,83.53931679,46.520031406,61.73,Austria
1.2429999999999999,31836.3,2.6513088464,85.86915761999998,43.167891555000004,66.90480000000001,Italy
1.64285,32836.0,3.3855700731,85.33895018999999,60.36459891,77.6448,Canada
1.8252999999999997,33800.7,3.4680917500999997,86.13935536000001,49.240738947,84.94800000000001,Australia
1.586,34008.2,3.0629574061,85.45429816000001,52.718991947000006,72.34799999999998,Netherlands
1.321,34460.8,3.4910537005,83.23502456,49.876775314999996,73.86600000000001,Germany
1.6620000000000001,35229.5,2.3575870990000003,83.62693208,40.556884282999995,100.0,Singapore
1.7420000000000002,36210.2,3.1919173478,81.45601854,61.135572095,84.9653,Denmark
1.6859999999999995,38613.4,2.7916395902,82.72386516,55.52136925799999,82.2782,Luxembourg
2.0141999999999998,39643.4,3.5071190833,80.90361886999999,59.973616852000006,77.04809999999999,United States
1.5150000000000001,49102.2,3.4924590588,86.33972793000001,64.04499568399999,73.68100000000001,Switzerland
1.874,64475.5,3.2714753389999998,85.70538681000001,54.93715642400001,73.63210000000001,Norway
